Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Saturday, March 20, 2021",fj ring,Ring,FJ,12.0,,100.0,,,100.0,Male,20.0,Regular,3.5
"Saturday, March 20, 2021",fj chain and charm,Chain and Charm,FJ,12.0,,112.0,,,112.0,Female,67.0,Regular,4.1
"Saturday, March 20, 2021",fj bracelet,Bracelet,FJ,10.0,,159.0,,,159.0,Male,19.0,Rare,4.2
"Saturday, March 20, 2021",fj chain and charm,Chain and Charm,FJ,12.0,,212.0,,,212.0,Female,63.0,Regular,3.8
"Saturday, March 20, 2021",citizen watch,Watch,Citizen,142.5,,470.0,,,470.0,Male,41.0,Occasional,4.1
"Saturday, March 20, 2021",14k gold earring,Studs,14k Gold,14.0,,106.0,,,106.0,Female,25.0,Occasional,4.8
"Saturday, March 20, 2021",14k gold studs,Studs,14k Gold,7.0,,53.0,,,53.0,Others,37.0,Regular,4.9
"Saturday, March 20, 2021",10k gold chain and charm,Chain and Charm,10k Gold,112.0,,212.0,,,212.0,Female,64.0,Regular,4.7
"Saturday, March 20, 2021",diamonds studs,Studs,Gold/Diamond,106.0,318.0,,,,318.0,Others,25.0,Regular,3.9
"Saturday, March 20, 2021",fj rennis chain x3,Chain,FJ,55.0,,265.0,,,265.0,Male,32.0,Regular,3.4
"Saturday, March 20, 2021",gold chain,Chain,10k Gold,268.8,,480.0,,,480.0,Male,34.0,Regular,3.8
"Saturday, March 20, 2021",tennis chain,Chain,FJ,20.0,,159.0,,,159.0,Female,66.0,Regular,4.8
"Saturday, March 20, 2021",st st ring,Ring,St. Steel,10.0,80.0,,,,80.0,Male,42.0,Occasional,5.0
"Saturday, March 20, 2021",fj ring,Ring,FJ,12.0,,74.2,,,74.2,Female,37.0,Regular,3.8
"Saturday, March 20, 2021",10k gold chain and charm,Chain and Charm,10k Gold,120.0,260.0,,,,260.0,Male,64.0,Regular,4.7
"Saturday, March 20, 2021",tennis chain and charm,Chain and Charm,FJ,40.0,,400.0,,,400.0,Male,36.0,Occasional,4.8
"Saturday, March 20, 2021",silver chain and charm,Chain and Charm,Silver,40.0,,200.0,,,200.0,Others,68.0,Occasional,3.5
"Saturday, March 20, 2021",bulova watch,Watch,Boluva,100.0,,350.0,,,350.0,Male,21.0,Occasional,4.4
"Saturday, March 20, 2021",fj watch,Watch,FJ,12.0,,250.0,,,250.0,Female,50.0,Occasional,4.8
"Saturday, March 20, 2021",bamboo earring with name,Hoops,Silver,100.0,,443.0,,,443.0,Male,65.0,Regular,3.8
"Saturday, March 20, 2021",invicta watch,Watch,Invicta,80.0,200.0,85.0,,,285.0,Female,35.0,Regular,4.7
"Saturday, March 20, 2021",fj charm,Charm,FJ,10.0,80.0,,,,80.0,Female,25.0,Occasional,4.2
"Saturday, March 20, 2021",fj ring,Ring,FJ,10.0,100.0,,,,100.0,Male,27.0,Regular,4.6
"Saturday, March 20, 2021",fj watch,Watch,FJ,10.0,132.0,,,,132.0,Female,56.0,Regular,4.9
"Saturday, March 20, 2021",chain and charm,Chain and Charm,Silver,10.0,,164.3,,,164.3,Male,33.0,Regular,4.4
"Saturday, March 20, 2021",tennis chain and charm,Chain and Charm,FJ,30.0,,249.1,,,249.1,Male,31.0,Occasional,3.9
"Saturday, March 20, 2021",gold fronts pick up,Custom Fronts,10k Gold,,,222.5,,,222.5,Female,62.0,Occasional,3.9
"Saturday, March 20, 2021",fj chain and charm,Chain and Charm,FJ,30.0,212.0,,,,212.0,Male,49.0,Occasional,5.0
"Saturday, March 20, 2021",CUBAN CHAIN AND NCHARM,Chain and Charm,FJ,150.0,350.0,,,,350.0,Male,47.0,Regular,3.7
"Saturday, March 20, 2021",silver bracelet,Bracelet,Silver,20.0,,175.0,,,175.0,Male,38.0,Regular,3.5
"Saturday, March 20, 2021",cuban chain,Chain,FJ,100.0,,250.0,,,250.0,Male,54.0,Regular,3.4
"Saturday, March 20, 2021",10k gold chain and charm,Chain and Charm,10k Gold,518.4,,901.0,,,901.0,Male,21.0,Occasional,4.6
"Saturday, March 20, 2021",silver chain and charm,Chain and Charm,Silver,20.0,140.0,,,,140.0,Male,45.0,Regular,4.3
"Saturday, March 20, 2021",silver over gold,Chain,Silver,60.0,,235.0,,,235.0,Male,18.0,Rare,3.6
"Saturday, March 20, 2021",silver studs,Studs,Silver,10.0,,68.9,,,68.9,Female,49.0,Regular,4.0
"Saturday, March 20, 2021",chain and charm,Chain,Silver,50.0,53.0,326.39,,,379.39,Male,43.0,Regular,3.7
"Sunday, March 21, 2021",silver chain,Chain,Silver,18.0,,62.54,,,62.54,Male,51.0,Regular,3.9
"Sunday, March 21, 2021",10k gold chain,Chain,10k Gold,112.0,223.0,,,,223.0,Female,49.0,Regular,4.3
"Sunday, March 21, 2021",10k gold chain and charm,Chain and Charm,10k Gold,192.0,,365.0,,,365.0,Female,51.0,Regular,4.9
"Sunday, March 21, 2021",repiar,Custom Repairs,,,,21.2,,,21.2,Female,28.0,Occasional,5.0
"Sunday, March 21, 2021",fashion bracelet,Bracelet,FJ,10.0,,79.5,,,79.5,Female,56.0,Regular,4.0
"Sunday, March 21, 2021",10k gold earring,Hoops,10k Gold,25.6,,85.6,,,85.6,Male,57.0,Regular,3.5
"Sunday, March 21, 2021",silver earring x2,Hoops,Silver,12.0,,84.8,,,84.8,Female,55.0,Regular,3.7
"Sunday, March 21, 2021",silver chain,Chain,Silver,10.0,,57.24,,,57.24,Female,35.0,Occasional,3.8
"Sunday, March 21, 2021",14k stus,Studs,14k Gold,11.0,,58.3,,,58.3,Female,69.0,Rare,3.8
"Sunday, March 21, 2021",ring,Ring,FJ,12.0,117.0,,,,117.0,Male,34.0,Occasional,4.3
"Sunday, March 21, 2021",10k gold necklace,Chain,10k Gold,102.4,265.0,,,,265.0,Male,37.0,Regular,4.1
"Sunday, March 21, 2021",gold and silver grillz,Custom Fronts,Silver,132.0,,402.0,,,402.0,Female,60.0,Occasional,4.3
"Sunday, March 21, 2021",gold chain and char,Chain and Charm,10k Gold,230.4,,392.0,,,392.0,Male,59.0,Occasional,4.8
"Sunday, March 21, 2021",fj chain and ring,Chain,FJ,125.0,,425.0,,,425.0,Male,68.0,Regular,4.4
"Monday, March 22, 2021",10k gold chain only,Chain,10k Gold,112.0,,230.0,,,230.0,Male,39.0,Occasional,3.8
"Monday, March 22, 2021",fj charm,Charm,FJ,40.0,,196.1,,,196.1,Female,54.0,Occasional,4.6
"Monday, March 22, 2021",silver chain gos,Chain,Silver,44.0,,909.1,,,909.1,Male,32.0,Regular,4.6
"Monday, March 22, 2021",10k gold charm,Charm,10k Gold,99.2,,222.0,,,222.0,Female,49.0,Regular,4.1
"Monday, March 22, 2021",14k gold bracelet,Bracelet,14k Gold,,,355.1,,,355.1,Male,34.0,Occasional,4.7
"Tuesday, March 23, 2021",10k gold bracelet,Bracelet,10k Gold,139.0,,227.9,,,227.9,Female,50.0,Regular,4.4
"Tuesday, March 23, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,59.0,Regular,5.0
"Tuesday, March 23, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,25.0,Rare,3.9
"Tuesday, March 23, 2021",10k gold chain,Chain,10k Gold,32.0,106.0,,,,106.0,Female,23.0,Occasional,4.8
"Tuesday, March 23, 2021",silver chain and charm,Charm,Silver,30.0,195.0,,,,195.0,Male,23.0,Regular,4.0
"Tuesday, March 23, 2021",10k gold chain and charm,Chain and Charm,10k Gold,192.0,200.0,155.1,,,355.1,Male,27.0,Rare,4.7
"Tuesday, March 23, 2021",invicta watch,Watch,Invicta,55.0,156.0,,,,156.0,Others,51.0,Regular,4.8
"Tuesday, March 23, 2021",silver chain,Chain,Silver,6.0,,127.2,,,127.2,Female,38.0,Regular,3.6
"Tuesday, March 23, 2021",citizen watch,Watch,Citizen,40.0,153.0,,,,153.0,Male,66.0,Occasional,3.5
"Tuesday, March 23, 2021",fj necklace,Chain,FJ,3.0,106.0,,,,106.0,Male,39.0,Regular,3.6
"Tuesday, March 23, 2021",fronts x 6,Custom Fronts,Silver,66.0,74.0,,,,74.0,Male,70.0,Regular,4.9
"Tuesday, March 23, 2021",repiar,Custom Repairs,,,,20.0,,,20.0,Female,51.0,Rare,4.2
"Tuesday, March 23, 2021",layawau payment,Chain,FJ,,,30.0,,,30.0,Female,57.0,Regular,5.0
"Wednesday, March 24, 2021",silver pendant,Charm,Silver,20.0,212.0,,,,212.0,Female,37.0,Regular,4.7
"Wednesday, March 24, 2021",diamond ring,Ring,Silver/Diamond,41.0,260.0,,,,260.0,Female,29.0,Regular,3.6
"Wednesday, March 24, 2021",tae 210 563 8810 silver over gold x 12,Custom Fronts,Silver,132.0,170.0,,,,170.0,Others,22.0,Rare,3.6
"Wednesday, March 24, 2021",14k gold chain,Chain,14k Gold,882.0,,1260.34,,,1260.34,Female,54.0,Occasional,4.6
"Thursday, March 25, 2021",10k gold charm,Charm,10k Gold,224.0,,397.5,,,397.5,Female,59.0,Occasional,3.5
"Thursday, March 25, 2021",10k gucci chain,Chain,10k Gold,672.0,,1050.0,,,1050.0,Female,26.0,Occasional,3.8
"Thursday, March 25, 2021",silver gp fronts x6,Custom Fronts,Silver,72.0,50.0,50.0,,,100.0,Female,18.0,Occasional,4.1
"Thursday, March 25, 2021",10k rope chain,Chain,10k Gold,352.0,480.0,20.0,,,500.0,Female,25.0,Regular,4.2
"Thursday, March 25, 2021",fj charm,Charm,FJ,20.0,,80.0,,,80.0,Female,70.0,Regular,3.7
"Friday, March 26, 2021",tennis chain and charm,Chain and Charm,FJ,30.0,260.0,,,,260.0,Male,68.0,Regular,4.3
"Friday, March 26, 2021",witizen watch,Watch,Citizen,40.0,10.0,175.0,,,185.0,Female,57.0,Regular,3.6
"Friday, March 26, 2021",gold chain,Chain and Charm,10k Gold,150.4,330.0,,,,330.0,Male,27.0,Regular,3.3
"Friday, March 26, 2021",gold fronts x6,Custom Fronts,10k Gold,198.0,,300.0,,,300.0,Female,68.0,Rare,4.2
"Friday, March 26, 2021",silver/dip on gold fronts,Custom Fronts,Silver,72.0,,212.0,,,212.0,Female,57.0,Regular,4.1
"Friday, March 26, 2021",14k studs,Studs,14k Gold,14.0,,53.0,,,53.0,Female,28.0,Regular,3.4
"Friday, March 26, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Male,38.0,Occasional,5.0
"Friday, March 26, 2021",silver/dip on gold fronts,Custom Fronts,Silver,72.0,60.0,,,,60.0,Female,36.0,Regular,3.5
"Friday, March 26, 2021",gold charm,Charm,10k Gold,99.2,,180.0,,,180.0,Male,54.0,Regular,4.8
"Friday, March 26, 2021",14k earring,Studs,14k Gold,15.0,,95.4,,,95.4,Male,36.0,Occasional,3.7
"Friday, March 26, 2021",gold chain,Chain,10k Gold,70.4,,147.34,,,147.34,Female,54.0,Regular,4.7
"Saturday, March 27, 2021",10k gold chain,Chain,10k Gold,96.0,,291.5,,,291.5,Male,47.0,Regular,4.8
"Saturday, March 27, 2021",silver chain and charm,Chain and Charm,Silver,35.0,,159.0,,,159.0,Male,28.0,Regular,4.8
"Saturday, March 27, 2021",fj watch,Watch,FJ,12.0,,63.6,,,63.6,Female,51.0,Occasional,3.7
"Saturday, March 27, 2021",10k gold bracelet,Bracelet,10k Gold,,,,,,0.0,Female,65.0,Occasional,4.6
"Saturday, March 27, 2021",10k gold chain and charm,Chain and Charm,10k Gold,672.0,,1007.0,,,1007.0,Male,52.0,Occasional,4.5
"Saturday, March 27, 2021",10k gold charm,Charm,10k Gold,100.0,,302.1,,,302.1,Female,61.0,Regular,4.5
"Saturday, March 27, 2021",diamond studs,Studs,Silver/Diamond,35.0,,212.0,,,212.0,Others,64.0,Occasional,3.4
"Saturday, March 27, 2021",fj watch,Watch,FJ,26.0,,212.0,,,212.0,Male,65.0,Regular,4.0
"Saturday, March 27, 2021",diamond charm,Charm,Gold/Diamond,292.0,525.0,,,,525.0,Male,55.0,Occasional,3.8
"Saturday, March 27, 2021",10k gold pendant,Charm,10k Gold,100.0,212.0,,,,212.0,Others,20.0,Rare,4.8
"Saturday, March 27, 2021",fj chain and charm,Chain and Charm,FJ,30.0,,212.0,,,212.0,Others,42.0,Regular,4.4
"Saturday, March 27, 2021",14k bracelet,Bracelet,14k Gold,352.8,,636.0,,,636.0,Female,18.0,Rare,3.5
"Saturday, March 27, 2021",gos chain,Chain,Silver,44.0,,164.3,,,164.3,Female,52.0,Regular,3.7
"Saturday, March 27, 2021",gos charm,Chain,Silver,,,143.1,,,143.1,Male,47.0,Occasional,5.0
"Saturday, March 27, 2021",fj chain,Chain,FJ,89.0,,265.0,,,265.0,Female,37.0,Regular,4.7
"Saturday, March 27, 2021",add money on layaway,Chain and Charm,14k Gold,,100.0,,,,100.0,Male,52.0,Regular,4.9
"Saturday, March 27, 2021",silver charm,Charm,Silver,10.0,,95.4,,,95.4,Male,32.0,Occasional,4.2
"Saturday, March 27, 2021",10k gold chain,Chain,10k Gold,275.2,460.0,,,,460.0,Female,18.0,Regular,3.8
"Saturday, March 27, 2021",10k gold chain and charm,Chain and Charm,10k Gold,166.4,,424.0,,,424.0,Male,25.0,Rare,4.4
"Saturday, March 27, 2021",10k gold chain,Chain,10k Gold,70.4,,168.54,,,168.54,Male,36.0,Regular,4.1
"Saturday, March 27, 2021",gos charm,Charm,Silver,145.0,,400.0,,,400.0,Male,40.0,Occasional,3.8
"Saturday, March 27, 2021",silver studs,Studs,Silver,10.0,,77.0,,,77.0,Female,54.0,Regular,5.0
"Saturday, March 27, 2021",fronts pick up,Custom Fronts,,,,200.0,,,200.0,Others,70.0,Regular,3.5
"Sunday, March 28, 2021",silver ring,Ring,Silver,19.0,,135.0,,,135.0,Others,38.0,Occasional,4.0
"Sunday, March 28, 2021",silver charm,Charm,Silver,22.0,,185.0,,,185.0,Female,57.0,Regular,3.9
"Sunday, March 28, 2021",10k gold chain and charm,Chain and Charm,10k Gold,451.2,,687.94,,,687.94,Male,30.0,Regular,3.8
"Sunday, March 28, 2021",14k gold chain and charm,Chain and Charm,10k Gold,512.0,,742.0,,,742.0,Male,19.0,Regular,4.8
"Sunday, March 28, 2021",14k gold studs,Studs,14k Gold,18.0,,90.1,,,90.1,Male,44.0,Occasional,3.9
"Sunday, March 28, 2021",gp fronts x 6,Custom Fronts,Silver,74.0,60.0,100.0,,,160.0,Female,42.0,Occasional,4.8
"Sunday, March 28, 2021",gold snd silver fronts x6,Custom Fronts,Silver,74.0,100.0,,,,100.0,Female,53.0,Regular,4.0
"Sunday, March 28, 2021",nose ring,Studs,Silver,,10.0,,,,10.0,Female,56.0,Regular,4.4
"Sunday, March 28, 2021",repiar battey,Custom Repairs,,,15.0,,,,15.0,Others,54.0,Occasional,3.4
"Sunday, March 28, 2021",fj ring,Ring,FJ,,,55.0,,,55.0,Male,69.0,Occasional,3.9
"Monday, March 29, 2021",silver studs,Studs,Silver,8.0,,63.6,,,63.6,Female,18.0,Occasional,4.2
"Monday, March 29, 2021",name necklace 14k x 2,Custom Name Necklace,14k Gold,640.0,,823.6,,,823.6,Female,24.0,Occasional,4.9
"Monday, March 29, 2021",gos charm,Charm,Silver,95.0,,424.0,,,424.0,Male,28.0,Occasional,4.3
"Tuesday, March 30, 2021",fj chain,Chain,FJ,20.0,,159.0,,,159.0,Male,35.0,Regular,4.2
"Tuesday, March 30, 2021",14k gold ring,Ring,14k Gold,42.4,85.0,,,,85.0,Female,59.0,Occasional,5.0
"Tuesday, March 30, 2021",10k white gold fronts,Custom Fronts,10k Gold,198.0,,130.0,,,130.0,Male,67.0,Regular,4.4
"Tuesday, March 30, 2021",watch link,Custom Repairs,,,15.0,,,,15.0,Male,49.0,Regular,3.8
"Wednesday, March 31, 2021",repiar,Custom Repairs,,,8.0,,,,8.0,Female,35.0,Regular,4.6
"Wednesday, March 31, 2021",10k gold cross,Charm,10k Gold,41.5,,84.79,,,84.79,Male,35.0,Regular,4.2
"Wednesday, March 31, 2021",10k gold chain,Chain,10k Gold,320.0,,551.2,,,551.2,Male,19.0,Occasional,4.9
"Wednesday, March 31, 2021",1ok gold bracelet,Bracelet,10k Gold,,,,,,0.0,Male,54.0,Occasional,3.8
"Wednesday, March 31, 2021",silver fronts,Custom Fronts,Silver,74.0,,180.2,,,180.2,Others,57.0,Regular,3.9
"Wednesday, March 31, 2021",earring,Studs,Silver,8.0,64.0,,,,64.0,Male,52.0,Regular,4.8
"Wednesday, March 31, 2021",fronts pick yp,Custom Fronts,Silver,,,85.0,,,85.0,Female,35.0,Regular,4.7
"Wednesday, March 31, 2021",14k gold earring,Studs,14k Gold,20.0,,143.1,,,143.1,Female,21.0,Regular,4.3
"Wednesday, March 31, 2021",one single teeth,Custom Fronts,10k Gold,35.0,130.0,,,,130.0,Female,43.0,Regular,4.1
"Thursday, April 1, 2021",10k gold chain,Chain,10k Gold,272.0,424.0,,,,424.0,Female,38.0,Occasional,3.3
"Thursday, April 1, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Female,60.0,Occasional,4.9
"Thursday, April 1, 2021",10k gold chain,Chain,10k Gold,127.0,,320.0,,,320.0,Male,64.0,Occasional,4.2
"Thursday, April 1, 2021",10k gold chain and charm,Chain and Charm,10k Gold,217.6,,461.31,,,461.31,Female,38.0,Rare,4.2
"Thursday, April 1, 2021",10kgold /diamond ring,Ring,Gold/Diamond,114.0,,360.0,,,360.0,Male,44.0,Rare,3.4
"Thursday, April 1, 2021",repiar,Custom Repairs,,,,12.0,,,12.0,Male,61.0,Regular,4.4
"Thursday, April 1, 2021",fronts pick up,Custom Fronts,Silver,,100.0,,,,100.0,Female,55.0,Regular,3.4
"Thursday, April 1, 2021",fronts pick up,Chain,Silver,,100.0,,,,100.0,Female,33.0,Regular,3.9
"Thursday, April 1, 2021",10k gold chain and charm,Chain and Charm,10k Gold,70.4,,174.9,,,174.9,Male,45.0,Regular,3.5
"Thursday, April 1, 2021",pic charm order,Charm,Silver,56.0,100.0,,,,100.0,Others,62.0,Regular,3.7
"Friday, April 2, 2021",Silver studs,Studs,Silver,2.0,10.0,,,,10.0,Male,28.0,Occasional,4.0
"Friday, April 2, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,31.0,Regular,4.3
"Friday, April 2, 2021",10k/diamond studs,Studs,Gold/Diamond,70.0,212.0,,,,212.0,Female,37.0,Regular,3.3
"Friday, April 2, 2021",tennis chain only,Chain,FJ,20.0,63.0,,,,63.0,Female,57.0,Regular,3.5
"Friday, April 2, 2021",10k gold fronts x 4,Custom Fronts,10k Gold,132.0,,233.2,,,233.2,Others,69.0,Regular,4.7
"Friday, April 2, 2021",10k gold chain,Chain,10k Gold,64.0,200.0,,,,200.0,Female,23.0,Regular,3.4
"Friday, April 2, 2021",fj watch,Watch,FJ,12.0,95.0,,,,95.0,Male,43.0,Regular,4.4
"Friday, April 2, 2021",silver chain,Chain,Silver,14.0,,95.4,,,95.4,Female,53.0,Regular,3.9
"Friday, April 2, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,29.0,Occasional,3.3
"Friday, April 2, 2021",silver studs,Studs,Silver,8.0,53.0,,,,53.0,Female,66.0,Regular,4.2
"Friday, April 2, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,57.0,Regular,3.9
"Friday, April 2, 2021",fronts gold x 4,Custom Fronts,10k Gold,132.0,264.0,,,,264.0,Female,42.0,Regular,3.3
"Friday, April 2, 2021",gold fronts fronts,Custom Fronts,10k Gold,198.0,340.0,,,,340.0,Female,53.0,Regular,4.1
"Friday, April 2, 2021",10k gold chain,Chain,10k Gold,51.2,101.0,,,,101.0,Male,67.0,Rare,3.8
"Saturday, April 3, 2021",fj watch,Watch,FJ,12.0,98.0,50.0,,,148.0,Female,58.0,Occasional,3.8
"Saturday, April 3, 2021",fronts pick,Custom Fronts,Silver,,100.0,,,,100.0,Male,29.0,Regular,4.2
"Saturday, April 3, 2021",silver chain,Chain,Silver,13.0,63.0,,,,63.0,Female,58.0,Occasional,4.8
"Saturday, April 3, 2021",gp chain,Chain,Silver,50.0,,169.6,,,169.6,Male,55.0,Regular,3.5
"Saturday, April 3, 2021",fj chain,Chain,FJ,20.0,,140.0,,,140.0,Male,59.0,Occasional,3.6
"Saturday, April 3, 2021",gos chain and charm,Chain and Charm,Silver,79.0,,174.9,,,174.9,Female,58.0,Regular,3.4
"Saturday, April 3, 2021",baby bracelet,Bracelet,10k Gold,83.0,,168.54,,,168.54,Male,58.0,Occasional,4.2
"Saturday, April 3, 2021",silver chain and charm on layaeay,Chain and Charm,Silver,30.0,20.0,,,,20.0,Female,24.0,Occasional,3.4
"Saturday, April 3, 2021",silver bracelet engraving,Bracelet,Silver,15.0,,60.95,,,60.95,Male,63.0,Occasional,4.7
"Saturday, April 3, 2021",10k gold chain,Chain,10k Gold,52.0,111.0,,,,111.0,Female,36.0,Occasional,4.2
"Saturday, April 3, 2021",fronts pick up,Custom Fronts,Silver,,20.0,,,,20.0,Male,52.0,Regular,4.4
"Saturday, April 3, 2021",charm pick up,Chain,Silver,,133.0,,,,133.0,Male,49.0,Occasional,4.8
"Saturday, April 3, 2021",ring fj,Ring,FJ,8.0,,58.3,,,58.3,Female,48.0,Occasional,4.3
"Saturday, April 3, 2021",chain repiar,Custom Repairs,,,42.4,,,,42.4,Female,47.0,Regular,4.2
"Saturday, April 3, 2021",fronts silver,Custom Fronts,Silver,74.0,,180.0,,,180.0,Female,31.0,Regular,3.5
"Saturday, April 3, 2021",silver cuban chain,Chain,FJ,80.0,,302.1,,,302.1,Others,65.0,Occasional,4.2
"Saturday, April 3, 2021",tennis braclet,Bracelet,FJ,21.0,,155.0,,,155.0,Female,39.0,Occasional,4.4
"Saturday, April 3, 2021",silver pendant,Chain and Charm,Silver,20.0,,132.5,,,132.5,Male,59.0,Regular,4.4
"Saturday, April 3, 2021",solver chain,Chain,Silver,37.0,127.0,,,,127.0,Male,24.0,Regular,3.7
"Saturday, April 3, 2021",diamond studs,Studs,Silver/Diamond,29.0,,106.0,,,106.0,Female,32.0,Rare,4.5
"Saturday, April 3, 2021",invicta watch,Watch,Invicta,200.0,,400.0,,,400.0,Female,60.0,Occasional,3.4
"Saturday, April 3, 2021",cuban chain,Chain,FJ,150.0,,575.2,,,575.2,Male,19.0,Occasional,4.6
"Saturday, April 3, 2021",silver studs,Studs,Silver,6.0,,42.4,,,42.4,Male,55.0,Occasional,4.3
"Saturday, April 3, 2021",gos chain and charm,Chain,Silver,45.0,,200.0,,,200.0,Male,62.0,Rare,4.3
"Saturday, April 3, 2021",fronts pick up,Custom Fronts,Silver,,,69.0,,,69.0,Male,55.0,Occasional,4.7
"Saturday, April 3, 2021",gold rope chain,Chain,10k Gold,115.0,200.0,43.8,,,243.8,Male,30.0,Occasional,3.9
"Saturday, April 3, 2021",fronts pic k,Custom Fronts,Silver,,20.0,,,,20.0,Male,29.0,Occasional,3.7
"Saturday, April 3, 2021",st st ring,Ring,St. Steel,5.0,,79.5,,,79.5,Female,50.0,Occasional,4.7
"Saturday, April 3, 2021",top and bottom x12,Custom Fronts,10k Gold,396.0,,583.0,,,583.0,Male,21.0,Rare,3.7
"Saturday, April 3, 2021",invicta watch,Watch,Invicta,100.0,,180.2,,,180.2,Female,55.0,Regular,4.3
"Saturday, April 3, 2021",fj chain,Chain,FJ,10.0,100.0,,,,100.0,Male,61.0,Regular,4.3
"Saturday, April 3, 2021",fj bracelet,Bracelet,FJ,10.0,100.0,,,,100.0,Female,34.0,Regular,4.1
"Saturday, April 3, 2021",tennis chain,Chain,FJ,19.0,265.0,,,,265.0,Male,36.0,Regular,3.4
"Saturday, April 3, 2021",silver bangle`,Bracelet,Silver,10.0,50.0,,,,50.0,Female,70.0,Occasional,4.4
"Saturday, April 3, 2021",bangle x3,Bracelet,Silver,70.0,238.0,,,,238.0,Male,43.0,Regular,4.6
"Saturday, April 3, 2021",fj brracelet x 8,Bracelet,FJ,544.0,1675.0,,,,1675.0,Male,21.0,Occasional,4.7
"Saturday, April 3, 2021",citizen watch,Watch,Citizen,172.0,290.0,,,,290.0,Male,54.0,Regular,4.3
"Saturday, April 3, 2021",st st ring,Custom Repairs,10k Gold,10.0,150.0,,,,150.0,Male,58.0,Regular,3.4
"Saturday, April 3, 2021",pick up and others,Custom Fronts,Silver,,,179.7,,,179.7,Male,62.0,Regular,4.0
"Saturday, April 3, 2021",other sale,Chain and Charm,10k Gold,,269.6,,,,269.6,Male,53.0,Occasional,3.7
"Sunday, April 4, 2021",fj ring``,Ring,FJ,10.0,,40.0,,,40.0,Male,45.0,Occasional,3.7
"Sunday, April 4, 2021",10kgold charm and chain,Chain and Charm,10k Gold,464.0,335.0,301.0,,,636.0,Female,26.0,Rare,3.7
"Sunday, April 4, 2021",silver studs,Studs,Silver,8.0,,58.3,,,58.3,Male,54.0,Regular,5.0
"Sunday, April 4, 2021",silver chain and charm,Chain and Charm,Silver,15.0,,121.0,,,121.0,Male,33.0,Regular,4.8
"Sunday, April 4, 2021",fj watch,Watch,FJ,12.0,,132.5,,,132.5,Male,51.0,Regular,3.8
"Sunday, April 4, 2021",diamond charm and chain,Charm,Gold/Diamond,396.0,640.0,160.0,,,800.0,Male,67.0,Regular,4.5
"Sunday, April 4, 2021",14k studs,Studs,14k Gold,8.0,,37.1,,,37.1,Male,66.0,Occasional,4.5
"Sunday, April 4, 2021",fj chain,Chain,FJ,20.0,140.0,,,,140.0,Male,21.0,Occasional,4.2
"Sunday, April 4, 2021",gold chain and charm,Chain and Charm,10k Gold,428.8,600.0,100.0,,,700.0,Female,35.0,Regular,3.8
"Sunday, April 4, 2021",fj chain,Chain,FJ,,,31.8,,,31.8,Female,65.0,Regular,4.2
"Monday, April 5, 2021",10k gold chain and charm,Chain and Charm,10k Gold,172.5,365.7,,,,365.7,Female,58.0,Occasional,4.9
"Monday, April 5, 2021",fj chain and charm,Chain and Charm,FJ,25.0,,300.0,,,300.0,Male,37.0,Regular,3.5
"Monday, April 5, 2021",10k gold chain and charm,Chain and Charm,10k Gold,163.2,,316.94,,,316.94,Male,65.0,Regular,3.5
"Monday, April 5, 2021",10k gold bracelet,Bracelet,10k Gold,83.2,,178.08,,,178.08,Male,31.0,Regular,4.0
"Monday, April 5, 2021",silver name necklace,Custom Name Necklace,Silver,55.0,,212.0,,,212.0,Male,36.0,Regular,3.5
"Monday, April 5, 2021",silver studs,Studs,Silver,8.0,,68.9,,,68.9,Male,57.0,Regular,4.6
"Tuesday, April 6, 2021",invicta watch,Watch,Invicta,200.0,,371.0,,,371.0,Male,47.0,Regular,3.6
"Tuesday, April 6, 2021",8 gold fronts,Custom Fronts,10k Gold,264.0,300.0,145.2,,,445.2,Male,49.0,Occasional,3.6
"Tuesday, April 6, 2021",silver chain and charm,Chain and Charm,Silver,40.0,,137.8,,,137.8,Female,55.0,Occasional,4.2
"Tuesday, April 6, 2021",fronts pick up,Custom Fronts,Silver,,,185.3,,,185.3,Female,24.0,Occasional,5.0
"Tuesday, April 6, 2021",gold fronts,Custom Fronts,10k Gold,132.0,276.0,,,,276.0,Female,35.0,Regular,4.4
"Tuesday, April 6, 2021",watch,Watch,FJ,15.0,,180.0,,,180.0,Female,45.0,Occasional,3.7
"Wednesday, April 7, 2021",silver chain and charm,Chain and Charm,Silver,57.0,,318.0,,,318.0,Male,69.0,Regular,3.7
"Wednesday, April 7, 2021",kati fronts silver,Custom Fronts,Silver,66.0,,240.0,,,240.0,Female,43.0,Occasional,4.8
"Wednesday, April 7, 2021",fronts pick up,Custom Fronts,10k Gold,,30.0,,,,30.0,Male,43.0,Rare,4.2
"Wednesday, April 7, 2021",repiar,Custom Repairs,,,,10.0,,,10.0,Female,46.0,Regular,4.8
