Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Saturday, October 16, 2021",repiar,Custom Repairs,,,,37.1,,,37.1,Male,50.0,Occasional,4.2
"Saturday, October 16, 2021",repiar,Custom Repairs,,,,20.0,,,20.0,Male,46.0,Occasional,3.9
"Saturday, October 16, 2021",silver pendant,Charm,Silver,39.4,,127.2,,,127.2,Others,70.0,Regular,4.9
"Sunday, October 17, 2021",repiar pick,Custom Repairs,,,20.0,,,,20.0,Others,47.0,Regular,4.8
"Sunday, October 17, 2021",watch repiar,Custom Repairs,,,15.0,,,,15.0,Male,29.0,Occasional,4.9
"Sunday, October 17, 2021",100k gold chain and charm,Chain and Charm,10k Gold,130.0,,230.0,,,230.0,Female,28.0,Regular,3.5
"Sunday, October 17, 2021",10k gold charm,Charm,10k Gold,100.0,,287.28,,,287.28,Male,40.0,Regular,4.6
"Sunday, October 17, 2021",silver studs,Studs,Silver,5.0,,50.0,,,50.0,Female,33.0,Regular,3.8
"Sunday, October 17, 2021",silver chain and charm,Chain and Charm,Silver,28.0,,84.8,,,84.8,Male,22.0,Regular,3.5
"Monday, October 18, 2021",silver earring,Studs,Silver,7.0,,74.2,,,74.2,Male,34.0,Rare,3.9
"Monday, October 18, 2021",silver cuban link,Chain,Silver,88.0,170.0,,,,170.0,Male,20.0,Rare,3.4
"Tuesday, October 19, 2021",chain repiar,Custom Repairs,,,,21.2,,,21.2,Male,22.0,Occasional,4.1
"Wednesday, October 20, 2021",tungstung ring,Ring,Tungsten,15.0,,106.0,,,106.0,Female,66.0,Occasional,4.4
"Wednesday, October 20, 2021",silver fronts,Custom Fronts,Silver,22.0,,53.7,,,53.7,Female,56.0,Regular,4.6
"Wednesday, October 20, 2021",10k gold charm,Charm,10k Gold,80.0,,100.0,,,100.0,Others,36.0,Regular,3.6
"Wednesday, October 20, 2021",invicta watch,Watch,Invicta,70.0,,127.2,,,127.2,Male,46.0,Occasional,4.8
"Thursday, October 21, 2021",ring,Ring,St. Steel,5.0,63.0,,,,63.0,Male,43.0,Regular,4.8
"Thursday, October 21, 2021",watch nattery,Custom Repairs,,,20.0,,,,20.0,Male,38.0,Occasional,3.5
"Thursday, October 21, 2021",earring,Studs,Silver,5.0,30.0,,,,30.0,Female,54.0,Occasional,4.9
"Friday, October 22, 2021",fronts x 8,Custom Fronts,10k Gold,280.0,520.0,,,,520.0,Male,33.0,Regular,4.9
"Friday, October 22, 2021",ear preacing,Custom Piercing,St. Steel,5.0,50.0,,,,50.0,Female,49.0,Rare,4.5
"Friday, October 22, 2021",14k studs,Studs,,,70.0,,,,70.0,Female,37.0,Occasional,3.8
"Friday, October 22, 2021",silver studs,Studs,Silver,10.0,60.0,,,,60.0,Female,45.0,Regular,3.6
"Friday, October 22, 2021",silver chain and charm,Chain and Charm,Silver,30.0,120.0,,,,120.0,Female,33.0,Regular,3.6
"Friday, October 22, 2021",silver chain and charm,Chain and Charm,Silver,45.0,180.0,,,,180.0,Female,45.0,Regular,3.8
"Friday, October 22, 2021",10k hoop,Hoops,10k Gold,80.0,150.0,,,,150.0,Female,36.0,Regular,3.3
"Friday, October 22, 2021",tennis chain and charm,Chain and Charm,FJ,45.0,140.0,,,,140.0,Others,44.0,Regular,3.7
"Friday, October 22, 2021",10k gold chain and charm,Chain and Charm,10k Gold,704.0,,,1045.0,,1045.0,Female,53.0,Rare,3.8
"Friday, October 22, 2021",silver studs,Studs,Silver,7.0,,,37.1,,37.1,Female,28.0,Regular,4.3
"Friday, October 22, 2021",10k gold chain,Chain,10k Gold,102.4,,,222.6,,222.6,Female,31.0,Regular,4.7
"Saturday, October 23, 2021",fronts x 6,Custom Fronts,10k Gold,210.0,,254.4,,,254.4,Female,68.0,Regular,4.1
"Saturday, October 23, 2021",pic charms x 2,Chain and Charm,Silver,140.0,,420.0,,,420.0,Others,18.0,Regular,3.5
"Saturday, October 23, 2021",14k bracelet,Bracelet,14k Gold,260.4,360.0,,,,360.0,Female,66.0,Regular,3.8
"Saturday, October 23, 2021",10k rope,Chain,10k Gold,48.0,,122.96,,,122.96,Female,41.0,Regular,4.0
"Saturday, October 23, 2021",gos chain,Chain,Silver,114.4,,371.0,,,371.0,Others,59.0,Regular,3.9
"Saturday, October 23, 2021",citizen watch,Watch,Citizen,30.0,,90.0,,,90.0,Male,70.0,Regular,4.4
"Saturday, October 23, 2021",nose ring,Studs,Silver,1.0,20.0,,,,20.0,Others,58.0,Regular,4.4
"Saturday, October 23, 2021",silver chain,Chain,Silver,5.0,,53.0,,,53.0,Male,56.0,Regular,4.1
"Saturday, October 23, 2021",silver studs,Studs,Silver,7.0,,63.6,,,63.6,Female,52.0,Rare,4.0
"Sunday, October 24, 2021",silver chai,Chain,Silver,20.0,115.0,,,,115.0,Male,62.0,Regular,3.6
"Sunday, October 24, 2021",repiar,Custom Repairs,,,,24.0,,,24.0,Male,62.0,Occasional,4.7
"Sunday, October 24, 2021",silver charms,Charm,Silver,50.0,,148.4,,,148.4,Female,67.0,Rare,4.7
"Monday, October 25, 2021",ss ring,Ring,Silver,17.0,95.0,,,,95.0,Male,25.0,Regular,4.9
"Monday, October 25, 2021",silver chain and charm,Chain and Charm,Silver,50.0,,212.0,,,212.0,Female,48.0,Rare,4.4
"Monday, October 25, 2021",gold chain cnd charm,Chain and Charm,10k Gold,90.0,200.0,,,,200.0,Male,48.0,Occasional,4.9
"Tuesday, October 26, 2021",10k gold chain and charm,Chain and Charm,10k Gold,214.4,420.0,,,,420.0,Male,44.0,Regular,4.6
"Tuesday, October 26, 2021",fj cuban chain,Chain,FJ,100.0,,212.0,,,212.0,Male,50.0,Occasional,4.3
"Wednesday, October 27, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Male,24.0,Occasional,3.6
"Wednesday, October 27, 2021",silver shain,Chain,Silver,20.0,,68.9,,,68.9,Male,20.0,Regular,4.8
"Thursday, October 28, 2021",add on layaway,Chain and Charm,FJ,45.0,60.0,,,,60.0,Male,47.0,Rare,3.9
"Thursday, October 28, 2021",repiar,Custom Repairs,,20.0,,55.0,,,55.0,Female,30.0,Rare,3.9
"Thursday, October 28, 2021",silver fronts x 2,Custom Fronts,Silver,,,156.0,,,156.0,Male,67.0,Regular,4.6
"Thursday, October 28, 2021",silver earring,Studs,Silver,7.0,,31.8,,,31.8,Male,33.0,Occasional,4.1
"Friday, October 29, 2021",fronts pick up,Custom Fronts,10k Gold,,,100.0,,,100.0,Male,38.0,Occasional,3.5
"Friday, October 29, 2021",fj tennis chain and charm,Chain and Charm,FJ,37.0,,126.14,,,126.14,Female,36.0,Occasional,4.7
"Friday, October 29, 2021",fj bracelet,Studs,Silver,10.0,,85.0,,,85.0,Female,48.0,Regular,4.7
"Friday, October 29, 2021",fronts pick up,Custom Fronts,10k Gold,,,189.2,,,189.2,Female,64.0,Occasional,3.4
"Friday, October 29, 2021",studs,Studs,Silver,5.0,20.0,,,,20.0,Male,43.0,Occasional,4.8
"Saturday, October 30, 2021",silver k charm,Charm,Silver,15.0,,60.0,,,60.0,Female,63.0,Regular,4.4
"Saturday, October 30, 2021",10k gold chain and charm,Chain and Charm,10k Gold,147.2,,242.74,,,242.74,Female,31.0,Regular,3.8
"Saturday, October 30, 2021",repiar,Custom Repairs,,,,45.0,,,45.0,Male,18.0,Regular,3.7
"Saturday, October 30, 2021",repiar,Custom Repairs,,,,63.6,,,63.6,Female,39.0,Regular,4.5
"Saturday, October 30, 2021",silverstuds,Studs,Silver,6.0,20.0,,,,20.0,Female,37.0,Occasional,3.3
"Saturday, October 30, 2021",silver ctuds,Studs,Silver,31.0,106.0,,,,106.0,Male,43.0,Occasional,4.3
"Saturday, October 30, 2021",10k gold chain and charm,Chain and Charm,10k Gold,100.0,,200.0,,,200.0,Female,34.0,Regular,3.3
"Saturday, October 30, 2021",silver earring,Studs,Silver,5.0,,22.6,,,22.6,Female,31.0,Rare,4.0
"Sunday, October 31, 2021",silver diamond ring,Ring,Silver,58.0,,159.0,,,159.0,Male,30.0,Regular,3.8
"Sunday, October 31, 2021",layaway,Watch,Boluva,,258.0,,,,258.0,Female,22.0,Regular,4.2
"Sunday, October 31, 2021",ring,Ring,Silver,10.0,3.0,50.0,,,53.0,Male,52.0,Regular,3.4
"Sunday, October 31, 2021",cleaner,Custom Repairs,,,10.0,,,,10.0,Male,69.0,Regular,4.6
"Sunday, October 31, 2021",repiar pick up,Custom Repairs,,,,30.0,,,30.0,Male,19.0,Rare,4.3
"Monday, November 1, 2021",watch battry,Custom Repairs,,,15.0,,,,15.0,Male,36.0,Regular,3.5
"Monday, November 1, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Female,18.0,Regular,4.0
"Monday, November 1, 2021",watch battry,Custom Repairs,,,20.0,,,,20.0,Male,48.0,Occasional,4.0
"Monday, November 1, 2021",silver /gold chain,Chain,Silver,82.0,,200.0,,,200.0,Female,37.0,Regular,4.9
"Monday, November 1, 2021",14k studs,Studs,14k Gold,10.0,,33.2,,,33.2,Male,39.0,Occasional,4.8
"Tuesday, November 2, 2021",chain,Chain,Silver,20.0,26.0,,,,26.0,Male,51.0,Regular,4.6
"Tuesday, November 2, 2021",add money on layaway,Chain,10k Gold,,100.0,,,,100.0,Male,44.0,Regular,4.8
"Tuesday, November 2, 2021",tungstung ring,Ring,Tungsten,10.0,55.0,,,,55.0,Female,55.0,Regular,4.7
"Tuesday, November 2, 2021",silver chain and charm,Chain and Charm,Silver,19.2,103.0,,,,103.0,Others,58.0,Rare,3.9
"Wednesday, November 3, 2021",10k / diamond studs,Studs,Gold/Diamond,145.0,,239.99,,,239.99,Female,31.0,Regular,4.7
"Wednesday, November 3, 2021",st st ring x2,Ring,St. Steel,20.0,143.0,,,,143.0,Male,41.0,Regular,4.0
"Wednesday, November 3, 2021",14k bracelet,Bracelet,14k Gold,323.0,,420.0,,,420.0,Female,39.0,Regular,4.1
"Wednesday, November 3, 2021",14k/diamond ring,Ring,Gold/Diamond,223.0,,450.0,,,450.0,Others,27.0,Regular,4.0
"Thursday, November 4, 2021",st st ring,Ring,St. Steel,20.0,136.0,,,,136.0,Female,60.0,Occasional,3.4
"Thursday, November 4, 2021",silver ring,Ring,Silver,20.0,,79.5,,,79.5,Male,25.0,Regular,3.4
"Thursday, November 4, 2021",add money on layaway,Chain,10k Gold,,,400.0,,,400.0,Female,68.0,Regular,4.0
"Thursday, November 4, 2021",10k gold chain and charm,Chain and Charm,10k Gold,464.0,,800.0,,,800.0,Female,52.0,Occasional,3.8
"Thursday, November 4, 2021",10k gold chain and charm,Chain and Charm,10k Gold,464.0,,800.0,,,800.0,Male,20.0,Occasional,4.4
"Thursday, November 4, 2021",silver chain and charm,Chain and Charm,Silver,45.0,,130.0,,,130.0,Others,47.0,Regular,3.6
"Friday, November 5, 2021",10k gold chain,Chain,10k Gold,32.0,85.0,,,,85.0,Male,48.0,Occasional,3.9
"Friday, November 5, 2021",silver studs,Studs,Silver,10.0,,47.7,,,47.7,Female,55.0,Occasional,3.6
"Saturday, November 6, 2021",10k braceler,Bracelet,10k Gold,128.0,,212.0,,,212.0,Male,52.0,Occasional,3.7
"Saturday, November 6, 2021",silver chain,Chain,Silver,17.0,,74.19,,,74.19,Female,37.0,Regular,4.4
"Saturday, November 6, 2021",silver studs x2,Studs,Silver,20.0,,121.2,,,121.2,Female,66.0,Regular,3.9
"Saturday, November 6, 2021",fj chain and charm,Chain and Charm,FJ,80.0,,328.6,,,328.6,Male,52.0,Occasional,4.9
"Saturday, November 6, 2021",fronts x 12,Custom Fronts,Silver,240.0,466.0,,,,466.0,Male,41.0,Occasional,4.0
"Saturday, November 6, 2021",repiar,Chain,,,65.0,,,,65.0,Male,68.0,Occasional,3.7
"Saturday, November 6, 2021",repiar,Custom Repairs,,,,12.0,,,12.0,Female,40.0,Regular,4.1
"Saturday, November 6, 2021",watch repiar,Custom Repairs,,,,58.3,,,58.3,Female,50.0,Rare,3.7
"Saturday, November 6, 2021",lay away pi k up,Ring,Gold/Diamond,,,901.94,,,901.94,Others,54.0,Occasional,4.0
"Saturday, November 6, 2021",citizen watch,Watch,Citizen,100.0,,100.0,,,100.0,Male,25.0,Regular,4.3
"Saturday, November 6, 2021",10k gold chain,Chain,10k Gold,211.2,315.0,,,,315.0,Male,29.0,Regular,4.5
"Saturday, November 6, 2021",silver studs x2,Studs,Silver,4.0,,68.9,,,68.9,Others,53.0,Regular,4.3
"Saturday, November 6, 2021",silver studs x2,Studs,Silver,5.0,25.0,,,,25.0,Others,22.0,Occasional,3.5
"Saturday, November 6, 2021",silver fronts,Custom Fronts,Silver,66.0,,95.4,,,95.4,Others,57.0,Regular,3.4
"Sunday, November 7, 2021",silver earring,Studs,Silver,8.0,37.0,,,,37.0,Male,36.0,Occasional,4.2
"Sunday, November 7, 2021",10k gold chain,Chain,10k Gold,163.2,318.0,,,,318.0,Male,67.0,Occasional,4.3
"Sunday, November 7, 2021",10k bracelet,Bracelet,10k Gold,92.8,,159.0,,,159.0,Female,38.0,Occasional,3.3
"Monday, November 8, 2021",fj bracelet,Bracelet,FJ,29.0,212.0,,,,212.0,Female,43.0,Rare,3.7
"Monday, November 8, 2021",fj watch,Watch,FJ,12.0,,106.0,,,106.0,Female,68.0,Occasional,4.5
"Tuesday, November 9, 2021",fj charm,Charm,FJ,5.0,25.0,,,,25.0,Male,49.0,Regular,4.4
"Tuesday, November 9, 2021",name bracelet,Bracelet,10k Gold,64.0,,153.7,,,153.7,Male,50.0,Occasional,4.0
"Tuesday, November 9, 2021",ring,Ring,Silver,20.0,130.0,,,,130.0,Female,61.0,Rare,4.6
"Tuesday, November 9, 2021",silver studs,Studs,Silver,5.0,20.0,,,,20.0,Male,68.0,Regular,3.8
"Tuesday, November 9, 2021",invicta watch,Watch,Invicta,70.0,,212.0,,,212.0,Female,37.0,Regular,4.5
"Wednesday, November 10, 2021",fj bracelet,Bracelet,FJ,20.0,,212.0,,,212.0,Female,29.0,Occasional,5.0
"Wednesday, November 10, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Male,52.0,Occasional,4.9
"Wednesday, November 10, 2021",invicta watch,Watch,Invicta,90.0,190.0,,,,190.0,Male,19.0,Occasional,4.7
"Thursday, November 11, 2021",watch repiar,Custom Repairs,,,15.0,,,,15.0,Female,69.0,Occasional,4.2
"Thursday, November 11, 2021",10k gold charm,Charm,10k Gold,439.0,400.0,,,,400.0,Male,29.0,Regular,4.9
"Thursday, November 11, 2021",silver pendant,Charm,Silver,2.0,,75.0,,,75.0,Female,22.0,Regular,4.6
"Thursday, November 11, 2021",fronts,Custom Fronts,10k Gold,115.0,,318.0,,,318.0,Male,68.0,Regular,3.4
"Thursday, November 11, 2021",10k gold cuan chain,Chain,10k Gold,131.2,,265.0,,,265.0,Male,53.0,Rare,4.1
"Thursday, November 11, 2021",watch repiar,Custom Repairs,,,15.0,,,,15.0,Others,36.0,Regular,3.8
"Friday, November 12, 2021",watch repiar,Custom Repairs,,,15.0,,,,15.0,Male,54.0,Regular,4.7
"Friday, November 12, 2021",silver studs,Studs,Silver,5.0,,53.0,,,53.0,Male,25.0,Regular,4.1
"Friday, November 12, 2021",10k gold chain and charm,Chain and Charm,10k Gold,172.8,,496.08,,,496.08,Female,19.0,Regular,4.8
"Friday, November 12, 2021",blak chain,Chain,FJ,20.0,168.0,,,,168.0,Male,51.0,Regular,3.5
"Friday, November 12, 2021",ring,Ring,St. Steel,6.0,,42.4,,,42.4,Female,55.0,Regular,3.5
"Friday, November 12, 2021",silver studs,Studs,Silver,7.0,,58.3,,,58.3,Male,35.0,Occasional,4.9
"Friday, November 12, 2021",10k gold bracelet,Bracelet,10k Gold,176.0,,300.0,,,300.0,Others,37.0,Regular,4.7
"Friday, November 12, 2021",fj cuban chain,Chain,FJ,100.0,,440.0,,,440.0,Female,47.0,Regular,4.5
"Friday, November 12, 2021",jerelery repiar,Custom Repairs,,,,40.0,,,40.0,Others,37.0,Regular,4.2
"Sunday, November 14, 2021",tungsten ring,Ring,Tungsten,10.0,,200.0,,,200.0,Male,67.0,Regular,4.6
"Sunday, November 14, 2021",10k diamond ring,Ring,Gold/Diamond,600.0,,137.94,880.0,,1017.94,Male,29.0,Occasional,3.5
"Sunday, November 14, 2021",refund,,,,,-75.0,,,-75.0,Female,29.0,Occasional,3.9
"Sunday, November 14, 2021",14k studs,Studs,14k Gold,14.0,,37.1,,,37.1,Female,35.0,Occasional,5.0
"Sunday, November 14, 2021",silver studs,Studs,Silver,4.0,,26.5,,,26.5,Female,43.0,Occasional,4.5
"Saturday, November 13, 2021",silver chain,Chain,Silver,23.0,,100.0,,,100.0,Others,32.0,Occasional,3.9
"Saturday, November 13, 2021",silver s,Studs,Silver,5.0,,16.0,,,16.0,Female,25.0,Regular,3.9
"Saturday, November 13, 2021",watch pick up,Watch,Citizen,,220.0,,,,220.0,Female,54.0,Occasional,4.3
"Saturday, November 13, 2021",silver studs,Studs,Silver,4.0,42.0,,,,42.0,Female,38.0,Regular,5.0
"Saturday, November 13, 2021",cad work,Custom Repairs,,,100.0,,,,100.0,Female,67.0,Regular,3.5
"Saturday, November 13, 2021",10k gold chain,Chain and Charm,10k Gold,345.0,,676.28,,,676.28,Male,50.0,Regular,4.5
"Saturday, November 13, 2021",silver studs,Studs,Silver,8.0,,42.4,,,42.4,Female,23.0,Regular,4.5
"Saturday, November 13, 2021",1ok gold chian and charm,Chain and Charm,10k Gold,877.0,,,1123.6,,1123.6,Female,30.0,Regular,4.3
"Saturday, November 13, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Female,43.0,Regular,4.4
"Saturday, November 13, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Male,46.0,Rare,4.4
"Saturday, November 13, 2021",st st chain,Chain,St. Steel,5.0,53.0,,,,53.0,Female,63.0,Regular,4.6
"Saturday, November 13, 2021",14k studs,Studs,14k Gold,16.0,,58.3,,,58.3,Female,66.0,Occasional,4.3
"Saturday, November 13, 2021",silver fronts,Custom Fronts,Silver,,,95.4,,,95.4,Female,28.0,Regular,3.3
"Saturday, November 13, 2021",rerpiar,,,,,20.0,,,20.0,Female,35.0,Occasional,4.6
"Saturday, November 13, 2021",10k braclet,Bracelet,10k Gold,212.0,339.0,,,,339.0,Female,38.0,Regular,3.5
"Saturday, November 13, 2021",silver/diamond ring,Ring,Silver/Diamond,82.0,339.0,,,,339.0,Female,50.0,Regular,4.1
"Saturday, November 13, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Male,47.0,Regular,4.9
"Saturday, November 13, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Male,62.0,Occasional,4.4
"Saturday, November 13, 2021",10k rope chain,Chain,10k Gold,103.0,200.0,,,,200.0,Female,65.0,Regular,4.8
"Saturday, November 13, 2021",10k chain,Chain,10k Gold,35.0,,90.1,,,90.1,Male,28.0,Occasional,4.4
"Saturday, November 13, 2021",repiar,Custom Repairs,,,15.0,,,,15.0,Male,32.0,Regular,4.3
"Monday, November 15, 2021",10k/diamond ring,Ring,Gold/Diamond,340.0,742.0,,,,742.0,Female,18.0,Rare,3.8
"Tuesday, November 16, 2021",silver ring,Ring,Silver,20.0,,106.0,,,106.0,Male,20.0,Regular,3.4
"Tuesday, November 16, 2021",st st band,Ring,St. Steel,4.0,,68.9,,,68.9,Male,53.0,Regular,4.2
"Tuesday, November 16, 2021",silver chain,Chain,Silver,44.0,,159.0,,,159.0,Male,49.0,Regular,3.9
"Wednesday, November 17, 2021",repiar,Custom Repairs,,,5.0,,,,5.0,Male,37.0,Regular,4.6
"Wednesday, November 17, 2021",st st ring,Ring,St. Steel,,,100.0,,,100.0,Male,38.0,Occasional,4.9
"Thursday, November 18, 2021",tennnis chaiin,Chain,FJ,30.0,90.0,,,,90.0,Male,62.0,Rare,4.3
"Thursday, November 18, 2021",layaway,Chain and Charm,Silver,40.0,80.0,,,,80.0,Male,28.0,Regular,4.7
"Thursday, November 18, 2021",silver studs,Studs,Silver,,,25.0,,,25.0,Female,69.0,Occasional,4.7
"Thursday, November 18, 2021",repiar,Custom Repairs,,,45.0,,,,45.0,Female,22.0,Regular,3.5
"Thursday, November 18, 2021",layaway,Chain,Silver,,,42.75,,,42.75,Female,65.0,Regular,3.8
"Friday, November 19, 2021",layaway pick up,Chain,10k Gold,,,193.8,,,193.8,Female,30.0,Occasional,4.9
"Friday, November 19, 2021",repiar,Custom Repairs,,,,30.0,,,30.0,Male,48.0,Regular,3.3
"Friday, November 19, 2021",fj chain and charm,Chain and Charm,FJ,150.0,,,850.0,,850.0,Others,25.0,Regular,3.7
"Friday, November 19, 2021",silver earring,Studs,Silver,8.0,,,60.0,,60.0,Female,55.0,Rare,5.0
"Friday, November 19, 2021",fronts x6,Custom Fronts,10k Gold,410.0,,,743.6,,743.6,Male,58.0,Occasional,4.9
"Friday, November 19, 2021",citizen watch,Watch,Citizen,40.0,,180.0,,,180.0,Female,54.0,Occasional,4.3
"Friday, November 19, 2021",fj chain and charm,Chain,FJ,5.0,,53.0,,,53.0,Female,70.0,Regular,4.2
"Friday, November 19, 2021",silver studs,Studs,Silver,10.0,,95.4,,,95.4,Female,21.0,Regular,4.4
"Saturday, November 20, 2021",repiar,Custom Repairs,,,10.0,,,,10.0,Male,64.0,Regular,4.7
"Saturday, November 20, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Male,42.0,Occasional,3.7
"Saturday, November 20, 2021",silver studs,Studs,Silver,6.0,,42.4,,,42.4,Female,63.0,Regular,3.9
"Saturday, November 20, 2021",st st ring,Ring,St. Steel,5.0,,63.6,,,63.6,Female,51.0,Occasional,4.0
"Saturday, November 20, 2021",fj watch,Watch,FJ,40.0,200.0,,,,200.0,Female,32.0,Occasional,3.5
"Saturday, November 20, 2021",sil chain and charm,Chain and Charm,Silver,40.0,250.0,,,,250.0,Male,39.0,Occasional,3.4
"Saturday, November 20, 2021",silver chaian and charm,Chain and Charm,Silver,25.0,239.0,,,,239.0,Male,46.0,Regular,4.4
"Sunday, November 21, 2021",repiar,Custom Repairs,,,,45.0,,,45.0,Female,26.0,Occasional,4.3
"Monday, November 22, 2021",10k gold chain and charm,Chain and Charm,10k Gold,471.0,80.0,,1203.1,,1283.1,Male,29.0,Regular,3.4
"Monday, November 22, 2021",silver charm,Charm,Silver,120.0,,265.0,,,265.0,Female,34.0,Occasional,4.1
"Monday, November 22, 2021",10k gold chain and charm,Chain and Charm,10k Gold,345.0,,550.0,,,550.0,Female,63.0,Occasional,4.0
"Tuesday, November 23, 2021",repiar,Custom Repairs,,,,15.0,,,15.0,Male,21.0,Regular,5.0
"Wednesday, November 24, 2021",cloth,Custom Repairs,,,4.0,,,,4.0,Female,22.0,Regular,4.3
"Wednesday, November 24, 2021",10k gold charm,Charm,10k Gold,38.4,,58.3,,,58.3,Male,47.0,Regular,4.0
"Wednesday, November 24, 2021",repiar,Custom Repairs,,,,45.0,,,45.0,Others,21.0,Regular,3.6
"Wednesday, November 24, 2021",invicta watch on layaway,Watch,Invicta,78.0,,50.0,,,50.0,Male,36.0,Occasional,3.4
"Wednesday, November 24, 2021",14k studs,Studs,14k Gold,12.0,,68.9,,,68.9,Female,47.0,Regular,4.7
"Wednesday, November 24, 2021",14k chain,Chain,14k Gold,108.0,,259.4,,,259.4,Male,25.0,Regular,4.2
"Friday, November 26, 2021",layaway cuban link chain,Chain,FJ,100.0,20.0,,,,20.0,Others,55.0,Rare,3.8
"Friday, November 26, 2021",fj chaiin,Chain,FJ,17.0,,115.54,,,115.54,Others,24.0,Regular,4.5
"Friday, November 26, 2021",silver chain and charm,Chain and Charm,Silver,53.0,,296.8,,,296.8,Female,67.0,Regular,4.8
"Friday, November 26, 2021",fj cuban,Chain,FJ,89.0,,212.0,,,212.0,Male,37.0,Regular,3.8
"Friday, November 26, 2021",invicta watch,Watch,Invicta,120.0,,233.2,,,233.2,Female,37.0,Regular,3.8
"Friday, November 26, 2021",silverstuds,Studs,Silver,10.0,,79.5,,,79.5,Others,35.0,Regular,4.2
"Friday, November 26, 2021",10k chain and charm,Chain and Charm,10k Gold,147.0,,302.1,,,302.1,Male,30.0,Regular,4.4
"Friday, November 26, 2021",diamond studs,Studs,Silver/Diamond,50.0,,106.0,,,106.0,Female,68.0,Regular,4.4
"Friday, November 26, 2021",silver chain and charm,Chain and Charm,Silver,20.0,148.0,,,,148.0,Female,27.0,Regular,4.7
"Friday, November 26, 2021",watch pick up,Watch,Invicta,,,352.8,,,352.8,Male,42.0,Regular,4.3
"Friday, November 26, 2021",cuban china,Chain,FJ,137.0,350.0,,,,350.0,Others,54.0,Regular,3.4
"Friday, November 26, 2021",10k charm,Charm,10k Gold,76.8,20.0,179.2,,,199.2,Male,20.0,Regular,3.6
"Friday, November 26, 2021",watch re,Custom Repairs,,,,31.8,,,31.8,Male,54.0,Regular,4.3
"Friday, November 26, 2021",silver charin and charm,Chain and Charm,Silver,40.0,,201.4,,,201.4,Male,57.0,Regular,3.7
"Friday, November 26, 2021",silver studs,Studs,Silver,10.0,,79.5,,,79.5,Male,63.0,Regular,3.6
"Friday, November 26, 2021",silver studs,Studs,Silver,10.0,,47.7,,,47.7,Male,70.0,Regular,4.8
"Friday, November 26, 2021",silver chain and charm,Chain and Charm,Silver,16.0,,132.5,,,132.5,Female,22.0,Occasional,4.3
"Saturday, November 27, 2021",layaway,Chain,FJ,,380.0,,,,380.0,Male,67.0,Regular,4.4
"Saturday, November 27, 2021",invicta watch,Watch,Invicta,,150.0,,,,150.0,Male,20.0,Regular,4.3
"Saturday, November 27, 2021",diamond ring,Ring,Gold/Diamond,735.0,,1850.0,,,1850.0,Male,57.0,Regular,4.8
"Saturday, November 27, 2021",fj bracelet,Bracelet,FJ,10.0,,159.0,,,159.0,Male,52.0,Occasional,4.2
"Saturday, November 27, 2021",bracelet fj,Chain and Charm,FJ,150.0,,550.0,,,550.0,Male,51.0,Rare,3.4
"Saturday, November 27, 2021",st st ring,Ring,St. Steel,8.0,30.0,,,,30.0,Female,23.0,Regular,3.8
"Saturday, November 27, 2021",silver/dimond charm,Charm,Silver/Diamond,65.0,,233.2,,,233.2,Male,29.0,Occasional,3.8
"Saturday, November 27, 2021",invicta watch,Watch,Invicta,100.0,,302.1,,,302.1,Female,23.0,Regular,3.9
"Saturday, November 27, 2021",fj chain and bracelt,Bracelet,FJ,15.0,,259.7,,,259.7,Male,67.0,Occasional,4.0
"Saturday, November 27, 2021",silver chain and charma,Chain and Charm,Silver,37.0,,132.5,,,132.5,Male,37.0,Occasional,4.3
"Saturday, November 27, 2021",tennis chain and charm,Chain and Charm,FJ,15.0,,259.7,,,259.7,Male,29.0,Occasional,4.3
"Saturday, November 27, 2021",silver chain and charma,Chain,Silver,45.0,,302.1,,,302.1,Male,44.0,Occasional,3.5
"Saturday, November 27, 2021",14k chain,Chain,14k Gold,22.0,,79.5,,,79.5,Female,43.0,Occasional,4.0
"Saturday, November 27, 2021",10k charm,Charm,10k Gold,99.2,60.0,100.0,,,160.0,Female,23.0,Regular,4.4
"Saturday, November 27, 2021",tennis chain,Chain,FJ,17.0,,100.0,,,100.0,Female,51.0,Regular,4.8
"Saturday, November 27, 2021",fronts x 6 gp,Custom Fronts,Silver,75.0,50.0,,,,50.0,Female,55.0,Regular,4.2
"Saturday, November 27, 2021",fj tennis chain,Chain,FJ,17.0,,,112.34,,112.34,Male,44.0,Regular,4.0
"Saturday, November 27, 2021",silver chain and charma,Chain and Charm,Silver,100.0,,,300.0,,300.0,Female,46.0,Regular,4.1
"Saturday, November 27, 2021",10k /diamond earring,Studs,Gold/Diamond,75.0,,100.0,,,100.0,Female,55.0,Occasional,4.7
